Curation	Scientist	Institution	Language of submission	Date of submission	Crop	Trait ID	Trait	Entity	Attribute	Trait synonyms	Trait abbreviations	Trait description	Trait class	Trait status	Trait Xref	Method ID	Method	Method description	Formula	Method class	Method reference	Scale id	Scale name	Scale class	Decimal places	Lower limit	Upper limit	Scale Xref	Category 1	Category 2	Category 3	Category 4	Category 5	Category 6	Category 7	Category 8	Category 9	Category 10	Category 11	Category 12	Category 13	Variable ID	Variable name	Variable synonyms	Context of use	Growth stage	Variable status	Variable Xref	
		IRRI	EN		Rice	CO_320:0000065	phosphorus deficiency damage	Phosphorus deficiency	Damage	phosphorus deficiency	PDef	The extent to which plant growth is adversely affected by a deficiency of phosphorus in the growing medium 	Abiotic stress		"TO:0000102, IRIS:1213"	CM_320:0000394	phosphorus deficiency tillering  greenhouse	"In a greenhouse test, grow each line in culture solution under two conditions: 0.5ppm P (low P) and 10ppm P (standard P). Estimate the propoprtion of tillers that develop in low P out of the number that develop in standard P "		Estimation	"IRIS:14, SES:73"	CS_320:0000395	phosphorus deficiency tillering  greenhouse scale	Ordinal					1= 80-100%	3= 60-79%	5= 40-59%	7= 20-39%	9= 0-19% 									CV_320:0000837	PDef_GHEst_1to9	P1				"IRIS:14, SES:73"	
		IRRI	EN		Rice	CO_320:0000065	phosphorus deficiency damage	Phosphorus deficiency	Damage	phosphorus deficiency	PDef	The extent to which plant growth is adversely affected by a deficiency of phosphorus in the growing medium 	Abiotic stress		"TO:0000102, IRIS:1213"	CO_320:0000791	phosphorus deficiency tillering field	"In a field test, grow each line under two conditions: without P fertilizer (low P) and with 25kg P/ha fertilizer (standard P). Estimate the number of tillers that develop in low P out of the number that develop in standard P "		Estimation	SES:73	CS_320:0000603	phosphorus deficiency tillering field scale	Ordinal					1= 80-100%	3= 60-79%	5= 40-59%	7= 20-39%	9= 0-19% 									CV_320:0000838	PDef_FldEst_1to9	P1				SES:73	
		IRRI	EN		Rice	CO_320:0000076	plant height	Plant	Height		PlntHt	Plant height defined as distance from the soil surface to the highest point of the plant (panicle or flag leaf) excluding awns 	Agronomical		"TO:0000207, IRIS:1006"	CM_320:0000479	plant height estimation	Measure the height from the soil surface to hightest point of the plant 		Measurement	SES:5	CS_320:0000480		Ordinal					"1= Semidwarf (lowland: less than 110 cm, upland: less than 90 cm)"	"5= Intermediate (lowland: 110-130 cm, upland: 90-125 cm)"	"9= Tall (lowland: more than 130 cm, upland: more than 125 cm)"											CV_320:0000839	PlntHt_Meas_1to9	HT				SES:5	
		IRRI	EN		Rice	CO_320:0000076	plant height	Plant	Height		PlntHt	Plant height defined as distance from the soil surface to the highest point of the plant (panicle or flag leaf) excluding awns 	Agronomical		"TO:0000207, IRIS:1006"	CO_320:0000792	plant height measure	Measure the height from the soil surface to hightest point of 3 plants and calculate their average 		Computation	"IRIS:24, SES:5"	CS_320:0000604	cm	Numerical																		CV_320:0000840	PlntHt_Av_cm	HT				"IRIS:24, SES:5"	
		IRRI	EN		Rice	CO_320:0000158	pollen sterility	Male pollen	Sterility	male sterility	MaleSter	The degree of male (pollen) sterility 	Fertility	Recommended	"TO:0000053, IRIS:1026"	CM_320:0000326	pollen sterility calculation	"Collect pollen from at least ten florets at anthesis, fix in 70% alcohol. Place 2-3 anthers from each of five florets on a glass slide, and squeeze the pollen out in a drop of 1% iodine potassium iodide (I2-KI) solution with a spear-shaped needle. Fertile pollen grains will be round and well stained, sterile pollen grains will be unstained or partially stained, and withered or round. Using a microscope at magnification 10x10, count fertile and sterile grains in at least three microscopic fields, calculate the proportion that are sterile "		Computation	"IRIS:196, IRIS_SCALE:191, SES:21A"	CS_320:0000327	pollen sterility scale	Ordinal					1= Completely 100% sterile	3= Highly sterile (99%-99.9%)	5= Sterile (95%-98.9%)	7= Partially sterile (70%-94.9%)	9= Partially fertile to fertile (<70% sterile)									CV_320:0000841	MaleSter_Comp_1to9	"MSTERILE, POLLEN_STERILITY"				"IRIS:196, IRIS_SCALE:191, SES:21A"	
		IRRI	EN		Rice	CO_320:0000158	pollen sterility	Male pollen	Sterility	male sterility	MaleSter	The degree of male (pollen) sterility 	Fertility	Recommended	"TO:0000053, IRIS:1026"	CO_320:0000793	male sterility estimation	Examine pollen grains under a microscrope and estimate the proportion that are sterile 		Estimation	"RD:7.4.1, UPOV:20"	CS_320:0000605	male sterility scale	Ordinal					1= absent	2= partially male sterile	3= male sterile											CV_320:0000842	MaleSter_UPOVEst_1to3	"MSTERILE, POLLEN_STERILITY"				"RD:7.4.1, UPOV:20"	
		IRRI	EN		Rice	CO_320:0000183	ragged stunt disease	Ragged stunt	Severity	"rice ragged stunt disease, ragged stunt"	RaggedStuntSev	"The type and severity of ragged stunt symptoms caused by rice ragged stunt virus (RRSV). Symptoms: plants are stunted but remain dark green. Leaves are ragged and twisted. Vein swelling on leaf collar, leaf blades and leaf sheaths "	Biotic stress		"TO:0000386, IRIS:1112"	CO_320:0000794	ragged stunt disease index	"Score RaggedStuntSev_Est_0to9 5 weeks after inoculation in the greenhouse, and calculate Disease Index DI= (20xN3 + 40xN5 + 70xN7 + 100xN9)/NT, where N3-N9 are the number of plants with score 3-9 and NT is total number of plants scored  . "		Computation	"IRIS:60, IRIS_SCALEID:73, SES:36"	CS_320:0000606	%	Numerical																		CV_320:0000843	RaggedStuntSev_Index_Pct	RAGGED_STUNT				"IRIS:60, IRIS_SCALEID:73, SES:36"	
		IRRI	EN		Rice	CO_320:0000183	ragged stunt disease	Ragged stunt	Severity	"rice ragged stunt disease, ragged stunt"	RaggedStuntSev	"The type and severity of ragged stunt symptoms caused by rice ragged stunt virus (RRSV). Symptoms: plants are stunted but remain dark green. Leaves are ragged and twisted. Vein swelling on leaf collar, leaf blades and leaf sheaths "	Biotic stress		"TO:0000386, IRIS:1112"	CO_320:0000795	ragged stunt disease estimation	Estimate the type and severity of symptoms 		Estimation	"IRIS:186, IRIS_SCALEID:62, 186SES:36"	CS_320:0000607	ragged stunt disease scale	Ordinal					1= No symptom observed	"3= 0-10% height reduction, no ragged/twisted leaf, very few veins slightly swollen usually on leaf collar"	"5= 0-10% height reduction, 1-2 leaves ragged/twisted, few veins swollen on leaf collar"	"7= 11-30% height reduction, 3-4leaves ragged/twisted, more vein swelling on leaf collar and some on leafblades and leaf sheaths"	"9= More than 30% height reduction, most leaves ragged/twisted, vein swellingcommon on leaf sheaths and leaf blades"									CV_320:0000844	RaggedStuntSev_Est_0to9	RAGGED_STUNT				"IRIS:186, IRIS_SCALEID:62, 186SES:36"	
		IRRI	EN		Rice	CO_320:0000214	rat damage	Rat	Damage		RatDam	"The extent of damage caused by rats. Symptoms: the tiller is cut at a 45 degrees angle. Damage is typically heavier in the center of a crop (stadium effect). A tiller cut through by a rodent is likely to regrow, if this is after maximum tillering then the regrown tiller is unlikely to produce panicles prior to harvest. Often the regrown, but non productive, tillers are not scored as rodent damage. "	Biotic stress		"TO:0000117, IRIS:1170"	CO_320:0000796	rat damage incidence estimation	Estimate the proportion of plants that are damaged by rats  		Estimation	"IRIS:213, SES:50"	CS_320:0000608	rat damage incidence scale	Ordinal					0= No damage observed	1= Less than 5%	5= 6-25%	9= 26-100%										CV_320:0000845	RatDam_Est_1to9	RAT_DAMAGE				"IRIS:213, SES:50"	
		IRRI	EN		Rice	CO_320:0000124	rhizome and stolon formation	Rhizome/stolon	Formation		"RhyzForm, RHIFOR"	"Describes the presence of rhizomes, stolons and/or tubers in the mature plant"	Morphological		TO:0002767	CM_320:0000284	rhizome formation observation	"Wild species: observe the presence of rhizomes, stolons and/or tubers around the base of a potted plant when it is ready for harvest "		Estimation	"IRIS:534, RD:7.3.36"	CS_320:0000285	rhizome formation scale 1	Nominal					1= Vegetative crown	2= Vegetative crown and stolon	3= Vegetative crown and weak rhizomes	"4= Vegetative crown, stolon and weak rhizomes"	5= Strong rhizomes and no tubers	6= Strong rhizomes with tubers								CV_320:0000846	RhyzForm_Est_1to6	RHIZOME_FORMATION				"IRIS:534, RD:7.3.36"	
		IRRI	EN		Rice	CO_320:0000203	rice bug damage	Rice bug	Damage	rice bug	RBugDam	The extent of plant damage caused by rice bug (Leptocorisa oratorisa).  	Biotic stress		"TO:0000220, IRIS:1159"	CM_320:0000388	rice bug damage assessment	Observe the proportion of injured grains per panicle caused by rice bug 		Estimation	SES:68	CS_320:0000389	rice bug damage scale	Ordinal					0= No injury	1= Less than 3%	3= 4-7%	5= 8-15%	7= 12-25%	9= 26-100% 								CV_320:0000847	RBugDam_Est_0to9	RICE_BUG_DAMAGE				SES:68	
		IRRI	EN		Rice	CO_320:0000216	rice delphacid	Rice delphacid	Damage	rice delphacid	RDelphDam	The extent of damage caused by rice delphacid (Sogatodes oryzicola (Tagosodes orizicolus)). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy.	Biotic stress		TO:0000246	CO_320:0000797	rice delphacid injury assessment greenhouse	"Sow plants in a greenhouse with a uniform high population of green leafhopper, and observe the damage on seedlings "		Estimation	SES:62	CS_320:0000609	rice delphacid injury scale greenhouse	Ordinal					0= No injury	1= Very slight damage/leaf discoloration	3= Some damage/leaf discoloration	"5= Pronounced yellowing of leaves and stunting, fewer than 50% of plants dead"	"7= Strong yellowing of leaves and pronounced stunting, more than 50% of plants dead"	9= All plants dead								CV_320:0000848	RDelphDam_EstFld_0to9	RICE_DELPHACID				SES:62	
		IRRI	EN		Rice	CO_320:0000216	rice delphacid	Rice delphacid	Damage	rice delphacid	RDelphDam	The extent of damage caused by rice delphacid (Sogatodes oryzicola (Tagosodes orizicolus)). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy.	Biotic stress		TO:0000246	CO_320:0000798	rice delphacid injury assessment field	"Observe the damages on plants caused by rice delphacid. For a field test, use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. The test is considered a valid test for resistance if the hopper population is uniformly distributed at a high level across the screening box, as indicated by hopper counts on the susceptible check. A minimum of the following hopper density on susceptible check is necessary: a. 10 hoppers/hill at 10-15 days after transplanting, b. 25 hoppers / hiII at maximum tillering, c. 100 hoppers/hill at early booting stage "		Estimation	"IRIS:124, SES:62"	CS_320:0000610	rice delphacid injury scale field	Ordinal					0= No damage	1= Very slight damage/leaf discoloration	3= Some damage/leaf discoloration	"5= Pronounced yellowing of leaves and stunting, fewer than 50% of plants dead"	"7= Strong yellowing of leaves and pronounced stunting, more than 50% of plants dead"	9= All plants dead								CV_320:0000849	RDelphDam_EstGH_0to9	RICE_DELPHACID				"IRIS:124, SES:62"	
		IRRI	EN		Rice	CO_320:0000184	rice tungro disease	Rice tungro	Severity	"tungro, tungo disease, rice tungro virus"	RTungroSev	"The type and severity of tungro symptoms caused by the Rice tungro virus bacilliform virus (RTBV) and rice tungro spherical virus (RTSV). Symptoms: yellow to yellow orange leaves, stunting and slightly reduced tillering "	Biotic stress		"TO:0000413, IRIS:1113"	CM_320:0000350	rice tungro disease estimation	Estimate the stunting and discoloration 		Estimation	"IRIS:1, SES:36"	CS_320:0000495	rice tungro disease scale	Ordinal					1= No symptom observed	"3= 1-10% height reduction, no distinct yellow to yellow orange leaf discoloration"	"5= 11-30% height reduction, no distinct yellow to yellow orange leaf discoloration"	"7= 31-50% height reduction, with distinct yellow to yellow orange leaf discoloration"	"9= More than 50% height reduction, with distinct yellow to yellow orange discoloration"									CV_320:0000850	RTungroSev_Est_0to9	RTD1				"IRIS:1, SES:36"	
		IRRI	EN		Rice	CO_320:0000184	rice tungro disease	Rice tungro	Severity	"tungro, tungo disease, rice tungro virus"	RTungroSev	"The type and severity of tungro symptoms caused by the Rice tungro virus bacilliform virus (RTBV) and rice tungro spherical virus (RTSV). Symptoms: yellow to yellow orange leaves, stunting and slightly reduced tillering "	Biotic stress		"TO:0000413, IRIS:1113"	CM_320:0000572	rice tungro disease estimation - greenhouse	"Grow plants in a greenhouse. Inoculate seedlings. Score RTungroSev_Est_0to9 after 4 weeks, and calculate Disease Index DI= (20xN3 + 40xN5 + 70xN7 + 100xN9)/NT, where N3-N9 are the number of plants with score 3-9 and NT is total number of plants scored "		Computation	"IRIS:2, SES:36"	CS_320:0000496	%	Numerical																		CV_320:0000851	RTungroSev_GHComp_Pct	RTD1				IRIS:2	
		IRRI	EN		Rice	CO_320:0000206	rice whorl maggot damage	Rice whorl maggot	Damage	rice whorl maggot	RWhorlMaggDam	The extent of plant damage caused by rice whorl maggot (Hydrellia philippina). Symptoms: maggots eat the leaf margins causing conspicuous injury and sometimes stunting of plants 	Biotic stress		"TO:0000332, IRIS:1162"	CM_320:0000386	rice whorl maggot damage assessment	Observe the severity of damage caused by rice whorl maggot 		Estimation	"IRIS:64, SES:67"	CS_320:0000387	rice whorl maggot damage scale	Ordinal					0= No injury	1= Less than 2 leaves/hill injured	3= 2 or more leaves/hill but less than 1/3 of leaves injured	5= 1/3 to 1/2 of leaves injured	7= More than 1/2 of the leaves injured with no broken leaves	9= More than 1/2 of the injured with some broken leaves								CV_320:0000852	RWhorlMaggDam_Est_0to9	RICE_WHORL_MAGGOT				"IRIS:64, SES:67"	
		IRRI	EN		Rice	CO_320:0000066	salt injury	Salt	Injury	"salt tolerance, salinity injury, salinity"	SaltInj	The extent to which plant growth is adversely affected in soils or other growth medium with high salt content 	Abiotic stress		"TO:0000429, TO:0006001, IRIS:1214"	CO_320:0000799	salt injury assessment	"Observe growth in saline soil in relation to standard resistant and susceptible checks. Since some soil problems are very heterogenous in the field, several replications may be needed to obtain reliable scores. "		Estimation	"IRIS:5, SES:71"	CS_320:0000611	salt injury scale	Ordinal					1= Growth and tillering nearly normal	3= Growth nearly normal but there is some reduction in tillering and some leaves whitish and rolled	"5= Growth and tillering reduced, most leaves whitish and rolled, only a few elongating"	"7= Growth completely ceases, mostleaves dry, some plants dying"	9= Almost all plants dead or dying									CV_320:0000853	SaltInj_Est_1to9	SAL				"IRIS:5, SES:71"	
		IRRI	EN		Rice	CO_320:0000103	scent	Caryopsis	Scent	"Aroma, caryopsis scent"	Sct	Describes the aroma of rice grains 	Quality		"TO:0000087, IRIS:1252"	CO_320:0000800	sensed aroma cooked	Cook freshly harvested grains and smell the aroma 			"IRIS:146, RD:8.1.2"	CS_320:0000612	sensed aroma cooked scale	Ordinal					0= Non-scented	1= Lightly scented	2= Scented											CV_320:0000854	Sct_SmellCook_0to2	SCT				"IRIS:146, RD:8.1.2"	
		IRRI	EN		Rice	CO_320:0000103	scent	Caryopsis	Scent	"Aroma, caryopsis scent"	Sct	Describes the aroma of rice grains 	Quality		"TO:0000087, IRIS:1252"	CO_320:0000801	sensed aroma uncooked	Vapourise the main component of aroma in rice (2AP: 2-acetyl-1pyrroline)) by adding 10 ml of a 1.7% solution of KOH to 2 g of freshly harvested decorticated grains. Smell the aroma after ten minutes 			"IRIS:860, SES:129, UPOV:65"	CS_320:0000613	sensed aroma uncooked scale	Ordinal					0= Non-scented	1= Lightly scented	2= Scented											CV_320:0000855	Sct_SmellUncook_0to2	SCT				"IRIS:860, SES:129, UPOV:65"	
		IRRI	EN		Rice	CO_320:0000034	secondary panicle branching	Spikelet on secondary branch of panicle	Pattern		"Pan2ndBr, SECOND_BR"	The abundance and distribution of spikelets borne on secondary branches of the panicle 	Morphological		"TO:0000142, IRIS:1083"	CM_320:0000420	secondary panicle branching observation	"Observe the abundance and distribution of spikelets borne on secondary branches of the panicle, and by referring to a diagram of standards"		Estimation	"IRIS:609, RD:7.4.21, SES:111, UPOV:40+41"	CS_320:0000421	secondary panicle branching scale	Nominal					0= Absent	1= Light	2= Heavy	3= Clustered										CV_320:0000856	Pan2ndBr_Est_0to3	SECONDARY_BRANCHING_OF_PANICLES				"IRIS:609, RD:7.4.21, SES:111, UPOV:40+41"	
		IRRI	EN		Rice	CO_320:0000086	seed germination	Seed	Germination		SdGerm	The physiological and developmental changes that occur in a seed commencing with water uptake (imbibition) and terminating with the elongation of the embryonic axis.  	Agronomical		IRIS:1016	CO_320:0000802	seed germination 1	Estimate the proportion of germinated seeds		Estimation		CS_320:0000614	%	Numerical																		CV_320:0000857	SdGerm_Est_Pct	SG					
		IRRI	EN		Rice	CO_320:0000514	seeding date	Plant	seeding date		SdDate	"Date of effective seeding, ie the date when seeds were first moistened This may be the date of soaking for pre-soaked seed, or the date of sowing for dry seed sown onto a wet seedbed, or the date when rain or other moisture becomes available to seed sown dry on a dry seedbed"	Agronomical			CO_320:0000803	Seeding date observation	Record the date of effective seeding 		Measurement	RD:7.2.1	CS_320:0000615	ISO Date (yyyy-mm-dd)	Date																		CV_320:0000858	SdDate_Meas_Date	DATE_SEED				RD:7.2.1	
		IRRI	EN		Rice	CO_320:0000218	seedling height	Seedling	Height		"SeedlHt, SDHT"	"Height of seedlings, measured from the base of the shoot to the tip of the tallest leaf blade "	Morphological		"TO:0000019, IRIS:1006"	CM_320:0000227	average seedling height	"Measure the height of 10 seedlings from the base of the shoot to the tip of the tallest leaf blade, and calculate the average "		Computation	"RD:7.3.2, SES:91"	CS_320:0000233	cm	Numerical																		CV_320:0000859	SeedlHt_Av_cm	SEEDLING_HEIGHT				"RD:7.3.2, SES:91"	
		IRRI	EN		Rice	CO_320:0000218	seedling height	Seedling	Height		"SeedlHt, SDHT"	"Height of seedlings, measured from the base of the shoot to the tip of the tallest leaf blade "	Morphological		"TO:0000019, IRIS:1006"	CM_320:0000227	average seedling height	"Measure the height of 10 seedlings from the base of the shoot to the tip of the tallest leaf blade, and calculate the average "		Computation	"RD:7.3.2, SES:91"	CS_320:0000228	seedling height scale	Ordinal					3= Short <30 cm	5= Intermediate ~45 cm	7= Tall >60 cm											CV_320:0000860	SeedlHt_Av_1to7	SEEDLING_HEIGHT				RD:7.3.2	
		IRRI	EN		Rice	CO_320:0000189	sheath blight	sheath blight	Relative height		ShBltInc	"The type and severity of sheath blight symptoms caused by Thanethoporus cucumeris (Rhizoctonia solani).  Symptoms: ellipsoidal, necrotic grayish-green lesions, which may enlarge and coalesce with other lesions, initially on lower leaf sheaths "	Biotic stress		"TO:0000255, IRIS:1117"	CM_320:0000354	sheath blight relative height estimation	"Estimate the relative lesion height, as the average height above the soil of the uppermost lesion on a leaf blade or leaf sheath expressed as a percentage of the average plant height. "		Estimation	"IRIS:45, SES:37"	CS_320:0000355	sheath blight relative height scale	Ordinal					0= No infection observed	1= Lesions only on bottom 20% of the plant	2=	3= 20-30%	4=	5= 31-45%	6=	7= 46-65%	8=	9= More than 65% 				CV_320:0000861	ShBltInc_Est_0to9	SHB				"IRIS:45, SES:37"	
		IRRI	EN		Rice	CO_320:0000185	sheath rot	sheath rot	Incidence	sheath rot	ShRotInc	"The type and severity of sheath rot symptoms caused by  Soracladium oryzae. Symptoms: oblong or irregular brown to grey lesions on the leaf sheath near panicle, sometimes coalescing to prevent emergence of panicle. "	Biotic stress		"TO:0000086, IRIS:1114"	CM_320:0000360	sheath rot incidence estimation	Estimate the proportion of tillers that are diseased 		Estimation	"IRIS:54, SES:38"	CS_320:0000361	sheath rot incidence scale	Ordinal					0= No disease observed	1= Less than 1%	2=	3= 1-5%	4=	5= 6-25%	6=	7= 26-50%	8=	9= 51-100% 				CV_320:0000862	ShRotInc_Est_0to9	SHEATH_ROT				"IRIS:54, SES:38"	
		IRRI	EN		Rice	CO_320:0000090	spikelet fertility	Spikelet	Fertility		"SpkFer, SPKF, SpFert"	The proportion of spikelets on a harvested panicle that contain filled grains 	Agronomical		"TO:0000180, IRIS:1021"	CM_320:0000302	spikelet fertility score	Press spikelets between fingers to check which have filled grains inside. Test five representative panicles to estimate the percentage of spikelets that are filled 		Estimation	"IRIS:694, RD:7.5.14, SES:9"	CS_320:0000303	spikelet fertility scale RD	Ordinal					1= Completely sterile 0%	2= Highly sterile 1-49%	3= Partly sterile 50-74%	4= Fertile 75-90%	5= Highly fertile >90%									CV_320:0000863	SpkFer_Est_1to5	"SPIKELET_FERTILITY, SPKF, SpFert"				"IRIS:694, RD:7.5.14"	
		IRRI	EN		Rice	CO_320:0000090	spikelet fertility	Spikelet	Fertility		"SpkFer, SPKF, SpFert"	The proportion of spikelets on a harvested panicle that contain filled grains 	Agronomical		"TO:0000180, IRIS:1021"	CM_320:0000481	spikelet fertility estimation SES	Press spikelets between fingers to check which have filled grains inside. Test five representative panicles to estimate the percentage of spikelets that are filled 		Estimation	"IRIS:694, RD:7.5.14, SES:9"	CS_320:0000482	spikelet fertility scale SES	Ordinal					1= Highly fertile >90%	3= Fertile 75-89%	5= Partly sterile 50-74%	7= Highly sterile <50% to trace	9= Completely sterile 0%									CV_320:0000864	SpkFer_EstSES_1to9	"SPIKELET_FERTILITY, SPKF, SpFert"			Obsolete	"IRIS:694, SES:9"	
		IRRI	EN		Rice	CO_320:0000090	spikelet fertility	Spikelet	Fertility		"SpkFer, SPKF, SpFert"	The proportion of spikelets on a harvested panicle that contain filled grains 	Agronomical		"TO:0000180, IRIS:1021"	CM_320:0000302	spikelet fertility score	Press spikelets between fingers to check which have filled grains inside. Test five representative panicles to estimate the percentage of spikelets that are filled score 		Estimation	"IRIS:694, RD:7.5.14, SES:9"	CS_320:0000482	spikelet fertility scale SES	Ordinal					1= Highly fertile >90%	3= Fertile 75-89%	5= Partly sterile 50-74%	7= Highly sterile <50% to trace	9= Completely sterile 0%									CV_320:0000865	SpkFer_Est_1to9	"SPIKELET_FERTILITY, SPKF, SpFert"				"IRIS:694, SES:9"	
		IRRI	EN		Rice	CO_320:0000159	spikelet sterility	Spikelet	Sterility		"SpkSter, SPKF, SpFert"	The degree of sterility of spikelets 	Fertility		TO:0000436	CM_320:0000328	spikelet sterility calculation	"Bag  two primary panicles of at least 50 plants with glassine bags before their anthesis begins to prevent cross pollination. At maturity, count the filled (fertile) and unfilled (sterile) spikelets of the bagged panicles, calculate the proportion that are sterile "		Computation	"IRIS:197, IRIS_SCALE:192, SES:21B"	CS_320:000032	spikelet sterility scale	Ordinal					1= Completely 100% sterile	3= Highly sterile (99%-99.9%)	5= Sterile (95%-98.9%)	7= Partially sterile (70%-94.9%)	9= Partially fertile to fertile (<70% sterile)									CV_320:0000866	SpkSter_Comp_1to9	SPIKELET_STERILITY				"IRIS:197, IRIS_SCALE:192, SES:21B"	
		IRRI	EN		Rice	CO_320:0000208	stem borer damage	Stem borer	Damage	stem borer	StemBorer	"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species "	Biotic stress		"TO:0000454, IRIS:164"	CM_320:0000378	yellow stem borer deadheart damage assessment	"At maximum tillering, observe the proportion of tillers that have stems with deadheart caused by Scirpophaga incertulas.  Use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. Dissect stems from 10 hills of susceptible checks at maximum tillering, panicle initiation and late ripening, in order to identify the SB species. The test is considered a valid test for resistance if the susceptible check has more than 20% of tillers with deadheart "		Estimation	"IRIS:42, SES:63"	CS_320:0000379	yellow stem borer deadheart damage scale	Ordinal					0= No injury	1= 1-10%	3= 11-20%	5= 21-30%	7= 31-60%	9= 61% and above 								CV_320:0000867	StemBorer_YellowEst_0to9	STEM_BORER_DAMAGE				"IRIS:42, SES:63"	
		IRRI	EN		Rice	CO_320:0000208	stem borer damage	Stem borer	Damage	stem borer	StemBorer	"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species "	Biotic stress		"TO:0000454, IRIS:164"	CM_320:0000573	stem borer deadheart damage assessment	"At maximum tillering, observe the proportion of tillers that have stems with deadheart.  Use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. Dissect stems from 10 hills of susceptible checks at maximum tillering, panicle initiation and late ripening, in order to identify the SB species. The test is considered a valid test for resistance if the susceptible check has more than 20% of tillers with deadheart "		Estimation	"IRIS:62, SES:63"	CS_320:0000623	stem borer deadheart damage scale	Ordinal					0= No injury	1= 1-10%	3= 11-20%	5= 21-30%	7= 31-60%	9= 61% and above 								CV_320:0000868	StemBorer_DeadheartEst_0to9	STEM_BORER_DAMAGE				"IRIS:62, SES:63"	
		IRRI	EN		Rice	CO_320:0000208	stem borer damage	Stem borer	Damage	stem borer	StemBorer	"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species "	Biotic stress		"TO:0000454, IRIS:164"	CO_320:0000804	stem borer whitehead damage assessment	"Near grain maturity, observe the proportion of panicles that have whiteheads.  Use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. Dissect stems from 10 hills of susceptible checks at maximum tillering, panicle initiation and late ripening, in order to identify the SB species. The test is considered a valid test for resistance if the susceptible check has more than 10% of panicles with whiteheads "		Estimation	SES:63	CS_320:0000616	stem borer whitehead damage scale	Ordinal					0= No damage	1= 1-5%	3= 6-10%	5= 11-15%	7= 16-25%	9= 26% and above								CV_320:0000869	StemBorer_WhiteHeadEst_0to9	STEM_BORER_DAMAGE				SES:63	
		IRRI	EN		Rice	CO_320:0000208	stem borer damage	Stem borer	Damage	stem borer	StemBorer	"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species "	Biotic stress		"TO:0000454, IRIS:164"	CO_320:0000805	stem borer deepwater damage assessment	"For deepwater rice, make dissections of 20 or more tillers per plot or row after heading, count the numbers of infested tillers and estimate the proportion of infested tillers "		Estimation	SES:63	CS_320:0000617	stem borer deepwater damage scale	Ordinal					0= No damage	1= 1-10%	3= 11-20%	5= 21-30%	7= 31-60%	9= 61% and above								CV_320:0000870	StemBorer_DeepWatEst_0to9	STEM_BORER_DAMAGE				SES:63	
		IRRI	EN		Rice	CO_320:0000061	stem elongation	Stem	Elongation	"elongation ability, elongation in deepwater"	StmElong	The ability of the stem to elongate as flood water rises and thus to keep the topmost leaves above water level	Biotic stress		TO:0006036	CM_320:0000406	stem elongation estimation	estimate the ability of stems to elongate based on comparison with check varieties. Specify water depth under which the data was recorded 		Estimation	IRIS:34SES:85	CS_320:0000407	stem elongation scale	Ordinal					1= Best elongation response= best local floating variety e.g. Leb Mue Nahng 111	"3= Better than that of elongating semidwarf, but not as good as that of the best local floating variety"	5= Similar to that of elongating semidwarf e.g. IR11141-6-1-4	"7= Better than that of non-elongating semidwarf, but not as good as that of elongating semidwarf"	"9= Poorest elongation, or none, like non-elongating semidwarf e.g. IR42"									CV_320:0000871	StmElong_Esr_1to9	ELONGATION				IRIS:34SES:85	
		IRRI	EN		Rice	CO_320:0000186	stem rot	stem rot	Incidence	stem rot	StmRotInc	"The type and severity of stem rot symptoms caused by Magnaporthe salvinii (Nakatea sigmoidea, Sclerotium oryzae) and Helminthosporium sigmoideum var. irregulare. Symptoms: dark lesions develop on the stems near the water line. Small, dark bodies (sclerotia) develop, weaken the stem and cause lodging.  "	Biotic stress		"TO:0000323, IRIS:1115"	CM_320:0000366	stem rot incidence estimation	Estimate the propotion of tillers that are infected 		Estimation	SES:42	CS_320:0000367	stem rot incidence scale	Ordinal					0= No disease observed	1= Less than 1%	2=	3= 1-5%	4=	5= 6-25%	6=	7= 26-50%	8=	9= 51-100% 				CV_320:0000872	StmRotInc_Est_0to9	STEM_ROT				SES:42	
