Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13
,CO_320:0001436,CulmSP_CM_r,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001065,Culm specific porosity,Morphological,Ratio of aerenchyma area to cortex area,,CulmSP,,Culm,Specific porosity,,,CO_320:0001171,Calculation - Specific culm porosity,Computation,Calculate the ratio of total aerenchyma area to cortex area,,,CO_320:0001303,Specific porosity ratio,Numerical,,,,UO:0000190,,,,,,,,,,,,,
,CO_320:0001437,CulmTP_CM_r,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001066,Culm total porosity,Morphological,Ratio of aerenchyma and pith area to culm area,,CulmTP,,Culm,Total porosity,,,CO_320:0001172,Calculation - Total culm porosity,Computation,Calculate the ratio of total aerenchyma area and pith area to the culm area,,,CO_320:0001304,Total porosity ratio,Numerical,,,,UO:0000190,,,,,,,,,,,,,
,CO_320:0001438,CwallT_IA_mm,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001067,Culm wall thickness,Morphological,Distance between the perimeter of the hollow pith and the epidermis,,CwallT,,Culm wall,Width,,,CO_320:0001173,Image analysis - Culm wall thickness,Measurement,View cross-sectioned sample of second internode under stereo microscope and use Image J software to measure the thickness of the wall of the cross-sectioned culm,,,CO_320:0001305,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001439,CwallA_CM_mm2,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001068,Culm wall area,Morphological,Area of the culm wall,,CwallA,,Culm wall,Area,,,CO_320:0001174,Calculation - Culm wall area,Computation,Calculate culm area minus the pith area,,,CO_320:0001306,square millimeter,Numerical,,,,UO:0000082,,,,,,,,,,,,,
,CO_320:0001440,TFlwT_CM_d,,"Yield potential, Drought tolerance, Heat tolerance, Lodging resistance",Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001069,Time to flowering (from transplanting),Phenological,Time elapsed from date of transplanting to flowering stage,,DFlwT,,Spikelet,Time to flowering from transplanting,,TO:0000344,CO_320:0001175,Calculation - Days to flowering from transplanting,Computation,"Calculate the number of days between transplanting and flowering dates (i.e., when at least 50% of hills in the plot have reached flowering stage)",,,CO_320:0001307,day,Numerical,,,,UO:0000033,,,,,,,,,,,,,
,CO_320:0001441,TiFlwT_CM_d,,"Yield potential, Lodging resistance",Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001070,Time to initial flowering (from transplanting),Phenological,Time elapsed from date of transplanting to initial flowering stage,,DiFlwT,,Spikelet,Time to intitial flowering from transplanting,,Nearest: TO:0001021,CO_320:0001176,Calculation - Days to initial flowering fom transplanting,Computation,Calculate the number of days between transplanting and initial flowering dates,,,CO_320:0001308,day,Numerical,,,,UO:0000033,,,,,,,,,,,,,
,CO_320:0001442,TMatT_CM_d,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001071,Time to maturity (from transplanting),Phenological,Time elapsed from date of transplanting to physiological maturity stage,,DMatT,,Spikelet,Time to maturity from transplanting,,Nearest: TO:0000469,CO_320:0001177,Calculation - Days to maturity,Computation,Take the number of days to flowering and add 30 days,,,CO_320:0001309,day,Numerical,,,,UO:0000033,,,,,,,,,,,,,
,CO_320:0001443,DExs_CM_d,,Heat tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001072,Time to panicle exsertion (from heading),Phenological,Time elapsed from heading date and date of exsertion of last spikelet,,DExs,,Panicle,Time to exsertion from heading,,Nearest: TO:0000137,CO_320:0001178,Calculation - Days to panicle exsertion,Computation,Calculate the number of days between the heading date and the date of exsertion of the last spikelet,,,CO_320:0001310,day,Numerical,,,,UO:0000033,,,,,,,,,,,,,
,CO_320:0001444,TDM_CM_gm2,,"Yield potential, Heat Tolerance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001073,Dry matter yield,Agronomical,Dry weight of all aboveground biomass per area,,TDM,,Aboveground dry matter,Yield,,TO:0000457,CO_320:0001179,Calculation - Total dry matter,Computation,"Take the total dry weight of straw, rachis, and grain (filled and unfilled) and express on a per unit area",,,CO_320:0001311,grams per square meter,Numerical,,,,Nearest: UO_0000086,,,,,,,,,,,,,
,CO_320:0001445,EInt_Av_Ino,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001074,Elongated internode number,Morphological,Number of elongated internodes on the culm,,EInt,,Culm internode,Number,,,CO_320:0001180,Average - Number of elongated internodes,Computation,Count number of elongated internodes starting from the base of the main culm to the neck node,,,CO_320:0001312,Internodes,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001446,FLA_CM_cm2,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001075,Flag leaf area,Morphological,Area of the uppermost leaf on the main culm,,FLA,,Flag leaf,Area,,Nearest: TO:0000827,CO_320:0001181,Calculation - Flag leaf area,Computation,"Calculate as length times the width of the uppermost leaf on the main culm, multiplied by a constant (0.725)",,,CO_320:0001313,square centimeter,Numerical,,,,UO:0000081,,,,,,,,,,,,,
,CO_320:0001447,FLDw_Av_g,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001076,Flag leaf dry weight,Agronomical,Dry weight of the uppermost leaf on the main culm,,FLDw,,Flag leaf,Dry weight,,Nearest: TO:0001014,CO_320:0001182,Average - Oven dry weight,Computation,Oven dry representative leaves at 70degC to constant weight and then weigh. Take the average,,,CO_320:0001314,gram,Numerical,,,,UO:0000021,,,,,,,,,,,,,
,CO_320:0001448,FLpDw_Av_g,,Yield potential,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001077,Dry weight of flag leaf and flag leaf-1,Agronomical,Pooled dry weight of the flag leaf and the leaf below it,,FLpDw,,Flag leaf and flag leaf-1,Dry weight,,Nearest: TO:0001014,CO_320:0001183,Average - Pooled oven dry weight,Computation,Pool representative flag leaves and leaves below the flag leaf and oven dry at 70degC to constant weight and then weigh. Take the average,,,CO_320:0001315,gram,Numerical,,,,UO:0000021,,,,,,,,,,,,,
,CO_320:0001449,FLpSla_CM_cm2g,,"Yield potential, Lodging resistance",Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001078,Specific area of flag leaf and flag leaf-1,Agronomical,Ratio of pooled flag leaf area to pooled flag leaf dry mass,,FLpSla,,Flag leaf and flag leaf-1,Specific area,,Nearest: TO:0000562,CO_320:0001184,Calculation - Specific leaf area of pooled flag leaf,Computation,Take the ratio of the pooled flag leaf area and the pooled flag leaf oven dry weight,,,CO_320:0001316,cm2 g-1,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001450,FLsizeR_CM_r,,"Yield potential, Lodging resistance",Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001079,Flag leaf relative size,Agronomical,Size (area) of the flag leaf relative to the size (ie area) of the leaf below it,,FLsizeR,,Flag leaf and flag leaf-1,Relative size,,,CO_320:0001185,Calculation - Relative flag leaf size,Computation,Take the ratio of flag leaf area to area of the leaf below the flag leaf,,,CO_320:0001317,cm2 cm-2,Numerical,,,,UO:0000190,,,,,,,,,,,,,
,CO_320:0001451,FLSla_CM_cm2g,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001080,Flag leaf specific area,Agronomical,Ratio of flag leaf area to flag leaf dry weight,,FLSla,,Flag leaf,Specific area,,Nearest: TO:0000562,CO_320:0001186,Calculation - Flag leaf specific leaf area,Computation,Take the ratio of flag leaf area to flag leaf dry weight,,,CO_320:0001318,cm2 g-1,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001452,FL1A_CM_cm2,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001081,Flag leaf-1 area,Morphological,Area of the leaf below the flag leaf,,FL1A,,Flag leaf-1,Area,,Nearest: TO:0000827,CO_320:0001187,Calculation - Flag leaf -1 area,Computation,"Calculate as length times the width of the leaf below the flag leaf, multiplied by a constant (0.725)",,,CO_320:0001319,square centimeter,Numerical,,,,UO:0000081,,,,,,,,,,,,,
,CO_320:0001453,FL1Dw_Av_g,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001082,Flag leaf-1 dry weight,Agronomical,Dry weight of leaf below the flag leaf,,FL1Dw,,Flag leaf-1,Dry weight,,Nearest: TO:0001014,CO_320:0001188,Average - Oven dry weight,Computation,Oven dry representative flag leaf -1 at 70degC to constant weight and weigh. Take the average weight,,,CO_320:0001320,gram,Numerical,,,,UO:0000021,,,,,,,,,,,,,
,CO_320:0001454,FL1L_Av_cm,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001083,Flag leaf-1 length,Morphological,Length of leaf below the flag leaf,,FL1L,,Flag leaf-1,Length,,TO:0011005,CO_320:0001189,Average - Flag leaf-1 length,Computation,"Measure length of representative leaves below the flag leaf on the main culm, from the ligule to the tip of the blade. Take the average length",,,CO_320:0001321,centimeter,Numerical,,,,UO:0000015,,,,,,,,,,,,,
,CO_320:0001455,FL1Sla_CM_cm2g,,"Yield potential, Cold tolerance, Salinity tolerance, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001084,Flag leaf-1 specific leaf area,Agronomical,Ratio of area to dry weight of the leaf below the flag leaf,,FL1Sla,,Flag leaf-1,Specific area,,Nearest: TO:0000562,CO_320:0001190,Calculation - Flag leaf -1 specific leaf area,Computation,Take the ratio of leaf area to leaf dry weight of leaf below the flag leaf,,,CO_320:0001322,cm2 g-1,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001456,FL1W_Av_cm,,"Yield potential, Lodging resistance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001085,Flag leaf-1 width,Morphological,Width of leaf below the flag leaf,,FL1W,,Flag leaf-1,Width,,TO:0011006,CO_320:0001191,Average - Flag leaf width,Computation,Measure width at the widest portion of the leaf below the flag leaf on the main culm. Repeat measurement on representative leaf and take the average width.,,,CO_320:0001323,centimeter,Numerical,,,,UO:0000015,,,,,,,,,,,,,
,CO_320:0001457,GY_CM_kgha,,"Yield potential, Lodging resistance, Drought resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000073,Grain yield,Agronomical,amount of grain (weight) produced per area,,GY,GrYld,Spikelet,Yield,,TO:0000396,CO_320:0001192,Calculation -grain yield correction to 14% moisture content,Computation,Correct the oven-dried grain yield to 14% moisture content,,,CO_320:0001324,kilogram per hectare,Numerical,,,,UO:0000283,,,,,,,,,,,,,
,CO_320:0001458,GY_CM_gm2,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000073,Grain yield,Agronomical,amount of grain (weight) produced per area,,GY,GrYld,Spikelet,Yield,,TO:0000396,CO_320:0001193,Calculation - Grain yield from components of yield,Computation,"1/ oven dry the harvested grains to constant dry weight. 2/ Derive the grain yield from the panicle density, the 1000-grain weight, the number of filled spikelets per panicle or spikelets per panicle and filled spikelet percentage",,,CO_320:0001325,grams per square meter,Numerical,,,,Nearest: UO_0000086,,,,,,,,,,,,,
,CO_320:0001459,GLf_Av_LfPlt,,"Yield potential, Cold tolerance, Salinity tolerance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001086,Green leaf number,Morphological,Number of green leaves on the main culm,,GLf,,Green leaf,Number per plant,,Nearest: TO:0000241,CO_320:0001194,Average - Green leaf number,Computation,Count number of green leaves on the main culm of representative plants. Take the average number,,,CO_320:0001326,Green leaves per plant,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001460,HI_CM_r,,"Yield potential, Cold tolerance, Salinity tolerance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001087,Harvest index,Agronomical,Ratio of grain yield to total aboveground biomass,,HI,,Plant,Biomass partionning,,TO:0000128,CO_320:0001195,Calculation - Harvest index,Computation,Take ratio of grain yield to total dry matter per area,,,CO_320:0001327,kg per kg,Numerical,,,,UO:0000190,,,,,,,,,,,,,
,CO_320:0001461,FGW_MM_g100gr,"HGW, 100GW","Yield potential, Lodging resistance, Drought resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001048,Filled grain weight,Agronomical,The weight of a spikelet that is filled with a grain,,FGW,,Filled spikelet,Weight,,Nearest: TO:0000382,CO_320:0001196,Weighing - filled grain weight,Measurement,"Take random sample of a given number of filled grains, oven-dry until constant weight and weigh.",,,CO_320:0001328,g per 100 spikelets,Numerical,,,,UO:0000021,,,,,,,,,,,,,
,CO_320:0001462,Lf_Av_LfPlt,,"Yield potential, Salinity tolerance, Cold tolerance",Vegetative [PO:0007134],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001088,Leaf total number,Morphological,Total number of fully expanded leaves produced per plant from germination to flowering,,Lf,,Leaf,Number per plant,,TO:0000241,CO_320:0001197,Average - Total leaf number,Computation,Count number of fully expanded leaves that appeared on representatiove plants from germination to flowering. Take the average number,,,CO_320:0001329,Leaves per plant,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001463,ORAC_MM_trol,,Metabolomics,"Reproductive [PO:0007130], Vegetative [PO:0007134]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001089,Oxygen radical absorbance capacity,Physiological,Antioxidant activity of leaf extracts,,ORAC,,Leaf,Antioxydant activity,,,CO_320:0001198,Manual measurement - ORAC assay,Measurement,"Take leaf sap from youngest fully expanded leaves, trolox equivalent of samples obtained by regression equation with trolox standard",,"ORAC Assay Protocol for Rice (based from Gillespie et. al., 2007 with a few modifications)",CO_320:0001330,millimolar trolox equivalent,Numerical,,,,Nearest: UO_0000063,,,,,,,,,,,,,
,CO_320:0001464,Exs_MM_cm,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000074,panicle exsertion,Agronomical,"Extent to which the panicle is exserted above (i.e. protrudes from), as opposed to being enclosed within, the flag leaf sheath",,PanExs,"PEX, Exs",Panicle,Exsertion,,TO:0000165,CO_320:0001199,Manual measurement - Panicle exsertion,Measurement,"Measure distance between the base of the flag leaf and the panicle neck node, there is positive exertion if the panicle base is above the flag leaf base and a negative exsertion if otherwise.",,,CO_320:0001331,centimeter,Numerical,,,,UO:0000015,,,,,,,,,,,,,
,CO_320:0001465,PanHill_Av_PanHill,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001056,Panicles per hill,Agronomical,Number of panicles per hill,,PanHill,,Panicle,Number per hill,,Nearest: TO:0000152,CO_320:0001200,Average - Panicles per hill,Computation,Count the number of panicles per hill for several hills. Take the average.,,,CO_320:0001332,Panicles per hill,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001466,PanD_Calc_Panm2,,"Yield potential, Lodging resistance, Drought resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001090,Panicle density,Agronomical,Number of panicles per unit area,,PanD,,Panicle,Number,,Nearest: TO:0000152,CO_320:0001201,Calculation - Number of panicles per square meter,Computation,Calculate from total number of panicles per hill and the area of the hills sampled,,,CO_320:0001333,Panicles per m2,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001467,PedL_Av_cm,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001091,Peduncle length,Morphological,Length of the stalk bearing the panicle,,PedL,,Peduncle,Length,,TO:0002691,CO_320:0001202,Average - Peduncle length,Computation,"Measure distance between the panicle neck node of the main culm and the panicle base, i.e. uppermost culm node. Repeat measurement on other representative plants and take the average.",,,CO_320:0001334,centimeter,Numerical,,,,UO:0000015,,,,,,,,,,,,,
,CO_320:0001468,PithA_IA_mm2,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001092,Pith area,Morphological,Area of the hollow region of the culm,,PithA,,Pith,Area,,,CO_320:0001203,Image analysis - Pith area,Measurement,View cross-sectioned samples of second internode under stereo microscope and use Image J software to measure the area of the hollow region of the culm,,,CO_320:0001335,square millimeter,Numerical,,,,UO:0000082,,,,,,,,,,,,,
,CO_320:0001469,PithD_CM_mm,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001093,Pith diameter,Morphological,Diameter of the hollow portion of the culm,,PithD,,Pith,Diameter,,,CO_320:0001204,Calculation - Pith diameter,Computation,Calculate the average of major and minor pith diameters of the second internode from the base,,,CO_320:0001336,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001470,PDMaj_IA_mm,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001094,Pith major diameter,Morphological,Diameter of the wider portion of pith,,PDMaj,,Pith,Diameter,,,CO_320:0001205,Image analysis - Major pith diameter,Measurement,View cross-sectioned samples of second internode under stereo microscope and use Image J software to measure the width at the wider portion of the culm pith,,,CO_320:0001337,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001471,PDMin_IA_mm,,Lodging resistance,Ripening [PO:0007035],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001095,Pith minor diameter,Morphological,Diameter of the narrower portion of pith,,PDMin,,Pith,Diameter,,,CO_320:0001206,Image analysis - Minor pith diameter,Measurement,View cross-sectioned samples of second internode under stereo microscope and use Image J software to measure the width at the narrower portion of the culm pith,,,CO_320:0001338,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001472,Int2L_Av_cm,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001096,Second internode length,Morphological,Length of the second internode from the base,,Int2L,,2nd elongated culm internode,Length,,Nearest: TO:0000145,CO_320:0001207,Average - Length of second internode,Computation,"Measure the distance between the second and third nodes, counting from the base of the main culm. Repeat measurement on other representative plant. Take the average",,,CO_320:0001339,centimeter,Numerical,,,,UO:0000015,,,,,,,,,,,,,
,CO_320:0001473,SpSter_CM_pct,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000159,Spikelet sterility,Agronomical,Proportion of spikelets on a harvested panicle that contain unfilled grains,,SpkSter,"SPKF, SpFert",Sterile spikelet,Proportion,,TO:0000436,CO_320:0000328,spikelet sterility calculation,Computation,"Bag two primary panicles of at least 50 plants with glassine bags before their anthesis begins to prevent cross pollination. At maturity, count the filled (fertile) and unfilled (sterile) spikelets of the bagged panicles, calculate the proportion that are sterile",,"IRIS:197, SES:21B",CO_320:0001340,percent,Numerical,,,,UO:0000187,,,,,,,,,,,,,
,CO_320:0001474,FSpPan_CM_SpPan,,"Yield potential, Lodging resistance, Drought resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001053,Filled spikelets per panicle,Agronomical,Number of spikelets with a filled grain per panicle,,FSpPan,,Filled spikelet,Number per panicle,,TO:0000447,CO_320:0001208,Calculation - Filled spikelet per panicle,Computation,Calculate from the number of filled spikelets per m2 and the number of panicles per m2,,,CO_320:0001341,Spikelets per panicle,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001475,FSD_CM_spk,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001097,Filled spikelet density,Agronomical,Number of spikelets with filled grains per unit area,,FSD,,Filled spikelet,Number per area,,Nearest: TO:0000447,CO_320:0001209,Calculation - Filled spikelet per square meter,Computation,Calculate from the filled grain weight and number of filled grains on an area basis,,,CO_320:0001342,count,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001476,FSpProp_CM_pct,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001098,Filled spikelet proportion,Agronomical,Proportion of spikelets on a harvested panicle that contain filled grains,,FSpProp,,Spikelet,Proportion,,TO:0000448,CO_320:0001210,Calculation - Filled spikelet percentage,Computation,"Take the number of filled spikelets and divide by the total number of spikelets per panicle, multiply by 100",,,CO_320:0001343,percent,Numerical,,,,UO:0000187,,,,,,,,,,,,,
,CO_320:0001477,SpHill_CM_SpH,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001099,Spikelets per hill,Agronomical,Total number of spikelets per hill,,SpHill,,Spikelet,Number per hill,,Nearest: TO:0000456,CO_320:0001211,Calculation - Spikelets per hill,Computation,Calculate from the number of spikelets per m2 and the number of hills per m2,,,CO_320:0001344,Spikelets per hill,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001478,SpPan_CM_SpPan,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001100,Spikelets per panicle,Agronomical,Total number of spikelets per panicle,,SpPan,,Spikelet,Number per panicle,,TO:0000456,CO_320:0001212,Calculation - Spikelets per panicle,Computation,Calculate from the number of spikelets per m2 and the number of panicles per m2 (= SPM2/PANM2),,,CO_320:0001345,Spikelets per panicle,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001479,SpD_CM_spk,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001101,Spikelets density,Agronomical,Total number of spikelets per unit area,,SpD,,Spikelet,Number per area,,Nearest: TO:0000456,CO_320:0001213,Calculation - Spikelets per square meter,Computation,"Calculate as the sum of filled, half-filled and unfilled spikelets per area",,,CO_320:0001346,count,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001480,USpD_CM_spk,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001102,Unfilled spikelets density,Agronomical,Number of spikelets that are not filled with a grain per unit area,,USpD,,Unfilled spikelet,Number per area,,Nearest: TO:0000028,CO_320:0001214,Calculation - Unfilled spikelets per square meter,Computation,Calculate from the unfilled grain weight and number of unfilled grains on an area basis,,,CO_320:0001347,count,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001481,SGr_CM_pct,,Yield potential,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001103,Stay-green,Agronomical,Proportion of leaves that stayed green until the maturity stage,,SGr,,Green leaf,Proportion,,TO:0002712,CO_320:0001215,Calculation - Stay-green,Computation,Take the ratio of number of green leaves at maturity to the number of green leaves at flowering,,,CO_320:0001348,percent,Numerical,,,,UO:0000187,,,,,,,,,,,,,
,CO_320:0001482,StemD_CM_mm,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001104,Stem diameter - 2nd internode,Morphological,Diameter of the second elongated internode from the base with the leaf sheath,,StemD,,2nd elongated stem internode,Diameter,,TO:0020083,CO_320:0001216,Calculation - Stem diameter,Computation,Take the average of major and minor stem diameters of the second elongated internode from the base,,,CO_320:0001349,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001483,SDMaj_Av_mm,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001105,Stem major diameter - 2nd internode,Morphological,Major diameter (ie the longest diameter of an eliptical section) of the wider portion of the second elongated internode from the base with the leaf sheath,,SDMaj,,2nd elongated stem internode,Major diameter,,Nearest: TO:0020083,CO_320:0001217,Average - Major stem diameter,Computation,Measure the width of the second elongated internode from the base at the wider portion of the stem with the leaf sheath. Repeat the measurement on other representative plant. Take the average diameter.,,,CO_320:0001350,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
